timestep,timestamp,error,lap_number,speed_scalar,blur_level,pos_x,pos_y,pos_z
1,0.0001,0.1562,0,0.2,0,-0.0,-0.0,1.00046
2,0.032,0.1562,0,0.2,0,-0.0,-0.0,1.000446
3,0.064,0.1668,0,0.2,0,-0.0,-0.0,1.000434
4,0.0954,0.1551,0,0.2,0,0.000155,-0.0,1.000421
5,0.1272,0.1651,0,0.2,0,0.00062,-0.0,1.000402
6,0.1602,0.1836,0,0.2,0,0.001509,-0.0,1.000374
7,0.1951,0.1935,0,0.2,0,0.002909,-1e-06,1.000334
8,0.2279,0.2024,0,0.2,0,0.004874,-3e-06,1.000279
9,0.2618,0.2017,0,0.2,0,0.007412,-9e-06,1.000211
10,0.2926,0.2004,0,0.2,0,0.010497,-2e-05,1.000131
11,0.3235,0.2067,0,0.2,0,0.014072,-3.7e-05,1.000043
12,0.3535,0.2049,0,0.2,0,0.018058,-6.2e-05,0.999951
13,0.3851,0.2111,0,0.2,0,0.022368,-9.5e-05,0.99986
14,0.4179,0.2019,0,0.2,0,0.026917,-0.000138,0.999772
15,0.4554,0.2089,0,0.2,0,0.031626,-0.000191,0.999689
16,0.4885,0.2001,0,0.2,0,0.036427,-0.000253,0.999611
17,0.5187,0.2068,0,0.2,0,0.04127,-0.000325,0.999539
18,0.5522,0.2223,0,0.2,0,0.046128,-0.000407,0.999473
19,0.5814,0.2145,0,0.2,0,0.050993,-0.0005,0.999413
20,0.6126,0.23,0,0.2,0,0.055876,-0.000604,0.999359
21,0.646,0.2378,0,0.2,0,0.06079,-0.000721,0.99931
22,0.6789,0.2459,0,0.2,0,0.06575,-0.00085,0.999267
23,0.7142,0.2462,0,0.2,0,0.070771,-0.000993,0.999229
24,0.7447,0.2537,0,0.2,0,0.075865,-0.001149,0.999197
25,0.7765,0.2538,0,0.2,0,0.081037,-0.001319,0.999169
26,0.808,0.2609,0,0.2,0,0.086294,-0.001503,0.999146
27,0.8409,0.2535,0,0.2,0,0.091634,-0.001701,0.999127
28,0.8725,0.254,0,0.2,0,0.097057,-0.001912,0.999114
29,0.9031,0.2466,0,0.2,0,0.102554,-0.002137,0.999104
30,0.9376,0.2464,0,0.2,0,0.108115,-0.002376,0.999099
31,0.9719,0.2313,0,0.2,0,0.113724,-0.002627,0.999098
32,1.0061,0.2462,0,0.2,0,0.119365,-0.00289,0.999101
33,1.0388,0.2619,0,0.2,0,0.125027,-0.003166,0.999108
34,1.0712,0.2541,0,0.2,0,0.130703,-0.003454,0.999119
35,1.1045,0.2077,0,0.2,0,0.13639,-0.003754,0.999133
36,1.1339,0.2153,0,0.2,0,0.142089,-0.004066,0.999151
37,1.1644,0.2074,0,0.2,0,0.147801,-0.004391,0.999172
38,1.1966,0.231,0,0.2,0,0.153528,-0.004728,0.999196
39,1.2296,0.2454,0,0.2,0,0.159274,-0.005077,0.999222
40,1.2618,0.2531,0,0.2,0,0.165042,-0.005439,0.999251
41,1.2931,0.2302,0,0.2,0,0.170834,-0.005813,0.999282
42,1.3273,0.2213,0,0.2,0,0.176654,-0.0062,0.999316
43,1.3606,0.2367,0,0.2,0,0.182502,-0.006599,0.999351
44,1.3977,0.2357,0,0.2,0,0.188379,-0.00701,0.999388
45,1.4294,0.2057,0,0.2,0,0.194285,-0.007434,0.999427
46,1.462,0.1757,0,0.2,0,0.20022,-0.007871,0.999467
47,1.4932,0.1907,0,0.2,0,0.206181,-0.00832,0.999507
48,1.5215,0.1979,0,0.2,0,0.212161,-0.008782,0.999549
49,1.5508,0.213,0,0.2,0,0.21815,-0.009256,0.999592
50,1.5848,0.2129,0,0.2,0,0.224137,-0.009741,0.999635
51,1.6171,0.2207,0,0.2,0,0.230114,-0.010238,0.999679
52,1.6553,0.2125,0,0.2,0,0.23608,-0.010746,0.999723
53,1.6853,0.2128,0,0.2,0,0.242034,-0.011266,0.999767
54,1.7175,0.2285,0,0.2,0,0.247974,-0.011797,0.999811
55,1.7505,0.2284,0,0.2,0,0.253904,-0.01234,0.999855
56,1.7795,0.2439,0,0.2,0,0.25983,-0.012896,0.999899
57,1.8131,0.2046,0,0.2,0,0.265754,-0.013464,0.999942
58,1.8438,0.213,0,0.2,0,0.271682,-0.014045,0.999985
59,1.8758,0.2058,0,0.2,0,0.277623,-0.01464,1.000027
60,1.9093,0.1982,0,0.2,0,0.283581,-0.015249,1.000068
61,1.9457,0.1977,0,0.2,0,0.28956,-0.015872,1.000108
62,1.9763,0.2054,0,0.2,0,0.295561,-0.01651,1.000147
63,2.0093,0.2205,0,0.2,0,0.301582,-0.017162,1.000185
64,2.0421,0.2053,0,0.2,0,0.307619,-0.017828,1.000221
65,2.0699,0.2049,0,0.2,0,0.313669,-0.018508,1.000257
66,2.1016,0.1896,0,0.2,0,0.319727,-0.019201,1.000291
67,2.1324,0.2124,0,0.2,0,0.325786,-0.019906,1.000324
68,2.1655,0.1816,0,0.2,0,0.331839,-0.020624,1.000355
69,2.1956,0.197,0,0.2,0,0.337887,-0.021355,1.000384
70,2.2318,0.1968,0,0.2,0,0.343932,-0.022099,1.000413
71,2.2666,0.1814,0,0.2,0,0.349972,-0.022855,1.000439
72,2.302,0.1889,0,0.2,0,0.356006,-0.023625,1.000464
73,2.3336,0.1733,0,0.2,0,0.362037,-0.024408,1.000487
74,2.3663,0.1966,0,0.2,0,0.368069,-0.025204,1.000509
75,2.3979,0.1813,0,0.2,0,0.374106,-0.026014,1.000529
76,2.4273,0.1661,0,0.2,0,0.38015,-0.026839,1.000547
77,2.4569,0.1656,0,0.2,0,0.386199,-0.027678,1.000564
78,2.4885,0.1421,0,0.2,0,0.39225,-0.02853,1.000578
79,2.5199,0.1418,0,0.2,0,0.3983,-0.029396,1.000591
80,2.5583,0.1659,0,0.2,0,0.404345,-0.030273,1.000603
81,2.5927,0.1584,0,0.2,0,0.410385,-0.031163,1.000613
82,2.6247,0.1899,0,0.2,0,0.416418,-0.032065,1.000621
83,2.6576,0.1822,0,0.2,0,0.422452,-0.03298,1.000627
84,2.6888,0.1977,0,0.2,0,0.428484,-0.033907,1.000633
85,2.7191,0.1665,0,0.2,0,0.434514,-0.034848,1.000636
86,2.755,0.1742,0,0.2,0,0.440545,-0.035802,1.000638
87,2.7853,0.1906,0,0.2,0,0.446579,-0.036769,1.000638
88,2.8158,0.1512,0,0.2,0,0.452618,-0.037751,1.000638
89,2.848,0.1747,0,0.2,0,0.458667,-0.038747,1.000635
90,2.8803,0.1661,0,0.2,0,0.464724,-0.039758,1.000632
91,2.9148,0.1892,0,0.2,0,0.470777,-0.040781,1.000627
92,2.9496,0.1825,0,0.2,0,0.476823,-0.041816,1.000621
93,2.9834,0.1988,0,0.2,0,0.48286,-0.042862,1.000614
94,3.0161,0.1754,0,0.2,0,0.488888,-0.04392,1.000605
95,3.0503,0.1753,0,0.2,0,0.4949,-0.044988,1.000596
96,3.0816,0.1595,0,0.2,0,0.500897,-0.046067,1.000586
97,3.1136,0.198,0,0.2,0,0.506885,-0.047157,1.000574
98,3.1444,0.174,0,0.2,0,0.512867,-0.048259,1.000562
99,3.1766,0.1823,0,0.2,0,0.518842,-0.049373,1.000549
100,3.2062,0.1747,0,0.2,0,0.52481,-0.050499,1.000535
101,3.2417,0.1589,0,0.2,0,0.530775,-0.051638,1.000521
102,3.2757,0.1597,0,0.2,0,0.536744,-0.05279,1.000506
103,3.3085,0.1362,0,0.2,0,0.542717,-0.053955,1.00049
104,3.3423,0.1281,0,0.2,0,0.548692,-0.055134,1.000474
105,3.3721,0.1355,0,0.2,0,0.554671,-0.056326,1.000458
106,3.4056,0.1274,0,0.2,0,0.560657,-0.057532,1.000441
107,3.4346,0.1352,0,0.2,0,0.566653,-0.058753,1.000424
108,3.4663,0.1427,0,0.2,0,0.572659,-0.059989,1.000406
109,3.5004,0.1578,0,0.2,0,0.578664,-0.061237,1.000388
110,3.5342,0.1431,0,0.2,0,0.584664,-0.062497,1.00037
111,3.5654,0.1442,0,0.2,0,0.590656,-0.063767,1.000352
112,3.5976,0.1353,0,0.2,0,0.596638,-0.065049,1.000334
113,3.6294,0.1588,0,0.2,0,0.602615,-0.066343,1.000316
114,3.6614,0.1671,0,0.2,0,0.608591,-0.06765,1.000298
115,3.6933,0.1592,0,0.2,0,0.614569,-0.068971,1.00028
116,3.7265,0.1749,0,0.2,0,0.620551,-0.070306,1.000262
117,3.7609,0.1834,0,0.2,0,0.626532,-0.071654,1.000245
118,3.7927,0.1516,0,0.2,0,0.63251,-0.073016,1.000227
119,3.8256,0.1525,0,0.2,0,0.638483,-0.07439,1.00021
120,3.8578,0.1511,0,0.2,0,0.644445,-0.075775,1.000193
121,3.89,0.1512,0,0.2,0,0.650402,-0.077172,1.000177
122,3.9214,0.1742,0,0.2,0,0.656356,-0.078583,1.00016
123,3.9539,0.1354,0,0.2,0,0.662301,-0.080005,1.000144
124,3.9856,0.1277,0,0.2,0,0.668233,-0.081438,1.000129
125,4.0194,0.1035,0,0.2,0,0.674157,-0.082882,1.000114
126,4.0543,0.1193,0,0.2,0,0.680076,-0.084338,1.0001
127,4.086,0.1188,0,0.2,0,0.685986,-0.085805,1.000085
128,4.1159,0.0953,0,0.2,0,0.691894,-0.087286,1.000072
129,4.1498,0.1029,0,0.2,0,0.697804,-0.08878,1.000059
130,4.1808,0.0941,0,0.2,0,0.703721,-0.09029,1.000046
131,4.2143,0.0874,0,0.2,0,0.70964,-0.091813,1.000034
132,4.2452,0.111,0,0.2,0,0.715552,-0.093349,1.000023
133,4.2794,0.0724,0,0.2,0,0.721464,-0.094898,1.000012
134,4.3134,0.1039,0,0.2,0,0.727376,-0.09646,1.000002
135,4.3461,0.1352,0,0.2,0,0.733284,-0.098036,0.999992
136,4.3791,0.1359,0,0.2,0,0.739191,-0.099624,0.999983
137,4.4136,0.1436,0,0.2,0,0.7451,-0.101226,0.999974
138,4.4436,0.1366,0,0.2,0,0.751014,-0.102844,0.999966
139,4.4725,0.1212,0,0.2,0,0.756928,-0.104475,0.999959
140,4.5047,0.1434,0,0.2,0,0.762838,-0.106118,0.999952
141,4.5376,0.1039,0,0.2,0,0.768744,-0.107774,0.999946
142,4.5704,0.1039,0,0.2,0,0.774638,-0.10944,0.99994
143,4.6019,0.0877,0,0.2,0,0.780517,-0.111116,0.999935
144,4.636,0.1113,0,0.2,0,0.786387,-0.112802,0.999931
145,4.6689,0.0724,0,0.2,0,0.792251,-0.1145,0.999927
146,4.7006,0.1023,0,0.2,0,0.798108,-0.11621,0.999923
147,4.7331,0.1028,0,0.2,0,0.803966,-0.117934,0.99992
148,4.7651,0.0792,0,0.2,0,0.809821,-0.119671,0.999917
149,4.7973,0.0714,0,0.2,0,0.815678,-0.121423,0.999915
150,4.8276,0.073,0,0.2,0,0.821533,-0.123187,0.999914
151,4.8565,0.096,0,0.2,0,0.827385,-0.124964,0.999913
152,4.8888,0.1121,0,0.2,0,0.833234,-0.126754,0.999912
153,4.9212,0.1112,0,0.2,0,0.839085,-0.128559,0.999912
154,4.9582,0.1042,0,0.2,0,0.844938,-0.130378,0.999912
155,4.9896,0.1202,0,0.2,0,0.850789,-0.13221,0.999912
156,5.0223,0.0891,0,0.2,0,0.856639,-0.134056,0.999913
157,5.0529,0.1204,0,0.2,0,0.862483,-0.135914,0.999915
158,5.083,0.0723,0,0.2,0,0.868312,-0.137781,0.999916
159,5.115,0.0877,0,0.2,0,0.874128,-0.139658,0.999918
160,5.1477,0.0795,0,0.2,0,0.879936,-0.141546,0.99992
161,5.1812,0.0881,0,0.2,0,0.885739,-0.143447,0.999922
162,5.216,0.0802,0,0.2,0,0.891536,-0.145359,0.999925
163,5.2499,0.0567,0,0.2,0,0.897327,-0.147283,0.999928
164,5.2799,0.0791,0,0.2,0,0.903115,-0.149219,0.999931
165,5.313,0.1035,0,0.2,0,0.908906,-0.151171,0.999934
166,5.3458,0.0966,0,0.2,0,0.914696,-0.153136,0.999938
167,5.3748,0.1038,0,0.2,0,0.920486,-0.155114,0.999941
168,5.4091,0.081,0,0.2,0,0.926276,-0.157107,0.999945
169,5.4411,0.0889,0,0.2,0,0.932068,-0.159114,0.999949
170,5.4729,0.0963,0,0.2,0,0.937856,-0.161135,0.999953
171,5.5099,0.0718,0,0.2,0,0.943633,-0.163165,0.999957
172,5.5415,0.0876,0,0.2,0,0.949395,-0.165205,0.999961
173,5.5734,0.0653,0,0.2,0,0.955148,-0.167256,0.999965
174,5.6048,0.0729,0,0.2,0,0.960901,-0.16932,0.999969
175,5.6361,0.0722,0,0.2,0,0.966653,-0.171398,0.999973
176,5.6676,0.0869,0,0.2,0,0.9724,-0.173489,0.999978
177,5.7014,0.0489,0,0.2,0,0.978148,-0.175594,0.999982
178,5.7333,0.0718,0,0.2,0,0.983893,-0.177712,0.999986
179,5.767,0.0654,0,0.2,0,0.98964,-0.179844,0.99999
180,5.8018,0.0802,0,0.2,0,0.99539,-0.181992,0.999994
181,5.8331,0.0486,0,0.2,0,1.001135,-0.184153,0.999998
182,5.867,0.1036,0,0.2,0,1.006867,-0.186322,1.000002
183,5.8976,0.057,0,0.2,0,1.01258,-0.188499,1.000006
184,5.9274,0.049,0,0.2,0,1.018277,-0.190684,1.00001
185,5.9597,0.0734,0,0.2,0,1.023971,-0.192881,1.000014
186,5.9942,0.0573,0,0.2,0,1.029667,-0.195094,1.000017
187,6.0247,0.0713,0,0.2,0,1.035367,-0.197322,1.000021
188,6.0598,0.0487,0,0.2,0,1.041061,-0.199562,1.000024
189,6.0917,0.0494,0,0.2,0,1.046758,-0.201818,1.000027
190,6.1247,0.057,0,0.2,0,1.052449,-0.204085,1.00003
191,6.1578,0.0242,0,0.2,0,1.058132,-0.206364,1.000033
192,6.1885,0.0798,0,0.2,0,1.063806,-0.208652,1.000036
193,6.2217,0.0811,0,0.2,0,1.069466,-0.21095,1.000039
194,6.2527,0.0566,0,0.2,0,1.07512,-0.213258,1.000041
195,6.2856,0.0809,0,0.2,0,1.08077,-0.21558,1.000044
196,6.3181,0.0487,0,0.2,0,1.086417,-0.217915,1.000046
197,6.3539,0.0722,0,0.2,0,1.092062,-0.220262,1.000048
198,6.3861,0.0483,0,0.2,0,1.097707,-0.222624,1.00005
199,6.4189,0.0408,0,0.2,0,1.103349,-0.224999,1.000051
200,6.4515,0.0412,0,0.2,0,1.108984,-0.227386,1.000053
201,6.4859,0.0565,0,0.2,0,1.114613,-0.229784,1.000054
202,6.5166,0.0878,0,0.2,0,1.120229,-0.232191,1.000056
203,6.5501,0.0482,0,0.2,0,1.125837,-0.234609,1.000057
204,6.5781,0.0499,0,0.2,0,1.131436,-0.237037,1.000058
205,6.6092,0.0256,0,0.2,0,1.137031,-0.239477,1.000058
206,6.6418,0.0411,0,0.2,0,1.142624,-0.241931,1.000059
207,6.6732,0.0401,0,0.2,0,1.14821,-0.244397,1.000059
208,6.7069,0.0483,0,0.2,0,1.153785,-0.246871,1.00006
209,6.7411,0.0249,0,0.2,0,1.159357,-0.249359,1.00006
210,6.7728,0.0257,0,0.2,0,1.164934,-0.251864,1.00006
211,6.8054,0.0724,0,0.2,0,1.170515,-0.254385,1.00006
212,6.8374,0.0574,0,0.2,0,1.176094,-0.256919,1.000059
213,6.8706,0.0252,0,0.2,0,1.181665,-0.259464,1.000059
214,6.9008,0.0566,0,0.2,0,1.187226,-0.262019,1.000059
215,6.9332,0.0102,0,0.2,0,1.192774,-0.264582,1.000058
216,6.9676,0.0794,0,0.2,0,1.198317,-0.267158,1.000057
217,7.0012,0.0091,0,0.2,0,1.203857,-0.269747,1.000057
218,7.0348,0.0567,0,0.2,0,1.209394,-0.272349,1.000056
219,7.0663,0.0023,0,0.2,0,1.214927,-0.274963,1.000055
220,7.103,0.0647,0,0.2,0,1.220456,-0.277591,1.000053
221,7.1339,0.0329,0,0.2,0,1.225978,-0.280229,1.000052
222,7.1639,0.0179,0,0.2,0,1.23149,-0.282877,1.000051
223,7.1965,0.0332,0,0.2,0,1.236986,-0.285532,1.00005
224,7.2268,0.0327,0,0.2,0,1.242467,-0.288194,1.000048
225,7.2616,0.0254,0,0.2,0,1.24795,-0.290872,1.000047
226,7.2934,0.0015,0,0.2,0,1.253434,-0.293565,1.000045
227,7.3256,0.025,0,0.2,0,1.25892,-0.296273,1.000044
228,7.3551,0.0335,0,0.2,0,1.264407,-0.298996,1.000042
229,7.388,0.0249,0,0.2,0,1.269879,-0.301728,1.000041
230,7.422,0.0331,0,0.2,0,1.275344,-0.30447,1.000039
231,7.4541,0.0059,0,0.2,0,1.280794,-0.307219,1.000038
232,7.4841,0.0252,0,0.2,0,1.286238,-0.30998,1.000036
233,7.517,0.0136,0,0.2,0,1.291672,-0.312751,1.000034
234,7.5534,0.0328,0,0.2,0,1.297107,-0.315536,1.000033
235,7.5882,0.0105,0,0.2,0,1.302546,-0.318339,1.000031
236,7.619,0.0419,0,0.2,0,1.307986,-0.321158,1.000029
237,7.6533,0.0011,0,0.2,0,1.313425,-0.32399,1.000028
238,7.6841,0.0168,0,0.2,0,1.318842,-0.326827,1.000026
239,7.7133,0.033,0,0.2,0,1.324241,-0.329668,1.000025
240,7.7456,0.01,0,0.2,0,1.329631,-0.332519,1.000023
241,7.7763,0.0182,0,0.2,0,1.335016,-0.335383,1.000022
242,7.8091,0.0331,0,0.2,0,1.340399,-0.338261,1.00002
243,7.8454,0.0247,0,0.2,0,1.34578,-0.341152,1.000018
244,7.8769,0.0414,0,0.2,0,1.35116,-0.344058,1.000017
245,7.9088,0.0145,0,0.2,0,1.356532,-0.346974,1.000015
246,7.9423,0.0329,0,0.2,0,1.361892,-0.3499,1.000014
247,7.971,0.0138,0,0.2,0,1.367241,-0.352833,1.000013
248,8.005,0.0021,0,0.2,0,1.37258,-0.355777,1.000011
249,8.035,0.0025,0,0.2,0,1.377918,-0.358734,1.00001
250,8.07,0.0061,0,0.2,0,1.383255,-0.361707,1.000008
251,8.1054,0.0329,0,0.2,0,1.388583,-0.364689,1.000007
252,8.1369,0.0168,0,0.2,0,1.3939,-0.367681,1.000006
253,8.1686,0.0099,0,0.2,0,1.39921,-0.370683,1.000005
254,8.2019,0.0172,0,0.2,0,1.404517,-0.373699,1.000004
255,8.2311,0.0332,0,0.2,0,1.409819,-0.376727,1.000003
256,8.2638,0.0176,0,0.2,0,1.415112,-0.379765,1.000002
257,8.2965,0.0106,0,0.2,0,1.420404,-0.382818,1.000001
258,8.328,0.0177,0,0.2,0,1.425695,-0.385885,1.0
259,8.3615,0.002,0,0.2,0,1.430982,-0.388965,0.999999
260,8.3934,0.0055,0,0.2,0,1.436258,-0.392054,0.999998
261,8.4257,0.0019,0,0.2,0,1.441527,-0.395153,0.999997
262,8.4577,0.0338,0,0.2,0,1.44679,-0.398265,0.999997
263,8.4892,0.0017,0,0.2,0,1.452052,-0.401391,0.999996
264,8.5209,0.029,0,0.2,0,1.45731,-0.40453,0.999995
265,8.5575,0.0023,0,0.2,0,1.462559,-0.407679,0.999995
266,8.5901,0.0103,0,0.2,0,1.467795,-0.410836,0.999994
267,8.6214,0.0172,0,0.2,0,1.473017,-0.414,0.999994
268,8.6516,0.0098,0,0.2,0,1.478227,-0.417173,0.999993
269,8.6828,0.0022,0,0.2,0,1.48343,-0.420356,0.999993
270,8.7156,0.0094,0,0.2,0,1.488633,-0.423555,0.999992
271,8.7488,0.0217,0,0.2,0,1.493834,-0.426768,0.999992
272,8.7815,0.0242,0,0.2,0,1.499027,-0.429991,0.999992
273,8.815,0.0372,0,0.2,0,1.504208,-0.433222,0.999992
274,8.8503,0.0094,0,0.2,0,1.509377,-0.436461,0.999992
275,8.8812,0.0101,0,0.2,0,1.514543,-0.439714,0.999991
276,8.9145,0.0057,0,0.2,0,1.519701,-0.442977,0.999991
277,8.9448,0.0214,0,0.2,0,1.524855,-0.446252,0.999991
278,8.974,0.0017,0,0.2,0,1.530002,-0.449539,0.999991
279,9.0043,0.0299,0,0.2,0,1.535141,-0.452836,0.999991
280,9.0379,0.0064,0,0.2,0,1.540271,-0.456143,0.999991
281,9.0696,0.0182,0,0.2,0,1.545396,-0.459462,0.999991
282,9.1061,0.0216,0,0.2,0,1.550514,-0.462792,0.999992
283,9.1387,0.0101,0,0.2,0,1.555627,-0.466135,0.999992
284,9.1728,0.0132,0,0.2,0,1.560735,-0.46949,0.999992
285,9.2056,0.0138,0,0.2,0,1.565835,-0.472855,0.999992
286,9.2354,0.0222,0,0.2,0,1.570926,-0.476231,0.999992
287,9.2648,0.0033,0,0.2,0,1.576008,-0.479615,0.999993
288,9.2962,0.0173,0,0.2,0,1.581086,-0.483013,0.999993
289,9.3274,0.0133,0,0.2,0,1.586159,-0.486423,0.999993
290,9.363,0.0063,0,0.2,0,1.591227,-0.489846,0.999993
291,9.3976,0.0297,0,0.2,0,1.596283,-0.493276,0.999994
292,9.4305,0.0103,0,0.2,0,1.601323,-0.496711,0.999994
293,9.4619,0.0058,0,0.2,0,1.606353,-0.500156,0.999994
294,9.4937,0.0212,0,0.2,0,1.611377,-0.503612,0.999995
295,9.5228,0.0208,0,0.2,0,1.616395,-0.507079,0.999995
296,9.5536,0.0453,0,0.2,0,1.621405,-0.510557,0.999996
297,9.5851,0.0288,0,0.2,0,1.626406,-0.514045,0.999996
298,9.6173,0.0101,0,0.2,0,1.631397,-0.517542,0.999996
299,9.6529,0.0605,0,0.2,0,1.636382,-0.521051,0.999997
300,9.687,0.0032,0,0.2,0,1.64137,-0.524577,0.999997
301,9.7207,0.0529,0,0.2,0,1.646359,-0.528121,0.999997
302,9.7549,0.0133,0,0.2,0,1.651343,-0.531676,0.999998
303,9.7857,0.0608,0,0.2,0,1.656311,-0.535236,0.999998
304,9.8149,0.0292,0,0.2,0,1.661277,-0.538811,0.999999
305,9.8442,0.0372,0,0.2,0,1.666235,-0.542395,0.999999
306,9.8762,0.0293,0,0.2,0,1.671188,-0.545993,1.0
307,9.9095,0.0372,0,0.2,0,1.676133,-0.5496,1.0
308,9.9455,0.0139,0,0.2,0,1.68107,-0.553218,1.000001
309,9.9784,0.0368,0,0.2,0,1.685993,-0.556842,1.000001
310,10.0139,0.045,0,0.2,0,1.690906,-0.560475,1.000002
311,10.0453,0.0058,0,0.2,0,1.695812,-0.564119,1.000002
312,10.0765,0.0535,0,0.2,0,1.700717,-0.567779,1.000003
313,10.1081,0.0216,0,0.2,0,1.705604,-0.571442,1.000003
314,10.142,0.0451,0,0.2,0,1.71048,-0.575113,1.000004
315,10.1747,0.0183,0,0.2,0,1.71534,-0.578789,1.000004
316,10.2098,0.037,0,0.2,0,1.720201,-0.582482,1.000005
317,10.2412,0.0056,0,0.2,0,1.725052,-0.586184,1.000005
318,10.2705,0.0454,0,0.2,0,1.729894,-0.589895,1.000006
319,10.2989,0.0138,0,0.2,0,1.734722,-0.593612,1.000007
320,10.3298,0.0529,0,0.2,0,1.739542,-0.59734,1.000007
321,10.3632,0.0446,0,0.2,0,1.744353,-0.601077,1.000008
322,10.3973,0.0451,0,0.2,0,1.749161,-0.604828,1.000008
323,10.4297,0.0137,0,0.2,0,1.753963,-0.60859,1.000009
324,10.4638,0.0531,0,0.2,0,1.758758,-0.612364,1.000009
325,10.4978,0.0297,0,0.2,0,1.763541,-0.616144,1.000009
326,10.5293,0.0217,0,0.2,0,1.768318,-0.619936,1.00001
327,10.561,0.0368,0,0.2,0,1.773094,-0.623744,1.00001
328,10.5928,0.053,0,0.2,0,1.777867,-0.627566,1.00001
329,10.6226,0.0229,0,0.2,0,1.78263,-0.631397,1.00001
330,10.6552,0.037,0,0.2,0,1.787374,-0.635229,1.00001
331,10.6899,0.0373,0,0.2,0,1.792111,-0.639072,1.00001
332,10.7212,0.0447,0,0.2,0,1.796839,-0.642925,1.000011
333,10.7569,0.0607,0,0.2,0,1.801558,-0.646788,1.000011
334,10.7895,0.0523,0,0.2,0,1.806269,-0.65066,1.000011
335,10.8216,0.0526,0,0.2,0,1.810972,-0.654543,1.000011
336,10.8544,0.0445,0,0.2,0,1.815666,-0.658436,1.000011
337,10.8836,0.0455,0,0.2,0,1.820357,-0.662343,1.000011
338,10.9153,0.0295,0,0.2,0,1.825044,-0.666264,1.000011
339,10.9478,0.0686,0,0.2,0,1.829718,-0.670192,1.000011
340,10.982,0.0365,0,0.2,0,1.834382,-0.674128,1.00001
341,11.0168,0.0686,0,0.2,0,1.839043,-0.678079,1.00001
342,11.0498,0.0526,0,0.2,0,1.843704,-0.682046,1.00001
343,11.0809,0.0605,0,0.2,0,1.848355,-0.686023,1.00001
344,11.1125,0.0375,0,0.2,0,1.85299,-0.690003,1.00001
345,11.1451,0.0521,0,0.2,0,1.857611,-0.693988,1.000009
346,11.1753,0.0692,0,0.2,0,1.862224,-0.697983,1.000009
347,11.209,0.0527,0,0.2,0,1.866825,-0.701985,1.000009
348,11.2412,0.069,0,0.2,0,1.871411,-0.70599,1.000008
349,11.2744,0.0457,0,0.2,0,1.875986,-0.710004,1.000008
350,11.3097,0.0764,0,0.2,0,1.880557,-0.714031,1.000008
351,11.3425,0.0527,0,0.2,0,1.885117,-0.718066,1.000007
352,11.3724,0.0367,0,0.2,0,1.88967,-0.722111,1.000007
353,11.4062,0.0373,0,0.2,0,1.894211,-0.726163,1.000007
354,11.4361,0.0681,0,0.2,0,1.898743,-0.730223,1.000006
355,11.4655,0.0373,0,0.2,0,1.903268,-0.734295,1.000006
356,11.5014,0.0527,0,0.2,0,1.907786,-0.738377,1.000006
357,11.5333,0.0534,0,0.2,0,1.912296,-0.742469,1.000005
358,11.5628,0.0374,0,0.2,0,1.916795,-0.746569,1.000005
359,11.5968,0.0532,0,0.2,0,1.92129,-0.750681,1.000004
360,11.6319,0.0608,0,0.2,0,1.925776,-0.754804,1.000004
361,11.6659,0.0528,0,0.2,0,1.930258,-0.758939,1.000004
362,11.7014,0.053,0,0.2,0,1.934726,-0.76308,1.000003
363,11.7347,0.0458,0,0.2,0,1.939184,-0.767229,1.000003
364,11.7675,0.0372,0,0.2,0,1.943635,-0.771388,1.000003
365,11.8015,0.0612,0,0.2,0,1.948082,-0.775562,1.000002
366,11.8308,0.0458,0,0.2,0,1.95252,-0.779746,1.000002
367,11.8602,0.0685,0,0.2,0,1.95695,-0.783939,1.000002
368,11.8931,0.0528,0,0.2,0,1.961377,-0.788149,1.000001
369,11.9239,0.0605,0,0.2,0,1.965805,-0.792376,1.000001
370,11.9575,0.0688,0,0.2,0,1.970229,-0.796619,1.000001
371,11.994,0.0529,0,0.2,0,1.97464,-0.800868,1.0
372,12.0256,0.0919,0,0.2,0,1.979044,-0.805128,1.0
373,12.0584,0.0689,0,0.2,0,1.983439,-0.809399,1.0
374,12.0895,0.0841,0,0.2,0,1.987822,-0.813675,0.999999
375,12.1182,0.0603,0,0.2,0,1.99219,-0.817956,0.999999
376,12.1495,0.084,0,0.2,0,1.996545,-0.822241,0.999999
377,12.1804,0.0921,0,0.2,0,2.000888,-0.826534,0.999999
378,12.2122,0.0607,0,0.2,0,2.005218,-0.830832,0.999998
379,12.2498,0.0765,0,0.2,0,2.009534,-0.835134,0.999998
380,12.2812,0.0682,0,0.2,0,2.013841,-0.839446,0.999998
381,12.3132,0.0695,0,0.2,0,2.01814,-0.843768,0.999998
382,12.3461,0.0846,0,0.2,0,2.02243,-0.848099,0.999997
383,12.3752,0.1,0,0.2,0,2.026709,-0.852437,0.999997
384,12.4099,0.0608,0,0.2,0,2.030978,-0.856783,0.999997
385,12.4414,0.0768,0,0.2,0,2.03524,-0.861141,0.999997
386,12.473,0.0683,0,0.2,0,2.039492,-0.865506,0.999997
387,12.5046,0.0526,0,0.2,0,2.043731,-0.869878,0.999996
388,12.5405,0.0611,0,0.2,0,2.04796,-0.874256,0.999996
389,12.5743,0.0599,0,0.2,0,2.05218,-0.878645,0.999996
